question	answer	answer_html	link	name	source	category	country	region	city	lang	last_update
Pracuję na umowę cywilnoprawną, czy mogę normalnie przemieszczać się do miejsca pracy?	Tak. Wszyscy pracownicy zatrudnieni na umowę o pracę oraz umowy cywilnoprawne mogą bez przeszkód przemieszczać się do miejsca pracy.	"
<p>Tak. Wszyscy pracownicy zatrudnieni na umowę o pracę oraz umowy cywilnoprawne mogą bez przeszkód przemieszczać się do miejsca pracy.</p>
"	https://www.gov.pl/web/koronawirus/pytania-i-odpowiedzi	Pytania i odpowiedzi (COVID-19)	GOV Polska		PL			pl	2020/03/27
Czy restauracje nadal będą mogły wydawać posiłki na wynos?	Tak, nadal będą mogły prowadzić tego typu usługi.	"
<p>Tak, nadal będą mogły prowadzić tego typu usługi.</p>
"	https://www.gov.pl/web/koronawirus/pytania-i-odpowiedzi	Pytania i odpowiedzi (COVID-19)	GOV Polska		PL			pl	2020/03/27
W jakim zakresie obowiązują ograniczenia w przemieszczaniu się?	"Do 11 kwietnia obowiązuje zakaz przemieszczania się za wyjątkiem:

drogi do i z pracy,
wolontariatu w walce z koronawirusem,
niezbędnych spraw życia codziennego,
uczestnictwa w wydarzeniach religijnych, w których nie może uczestniczyć więcej niż 5 osób (z wyłączeniem osób sprawujących posługę)."	"
<p>Do 11 kwietnia obowiązuje zakaz przemieszczania się za wyjątkiem:</p>
<ul>
<li>drogi do i z pracy,</li>
<li>wolontariatu w walce z koronawirusem,</li>
<li>niezbędnych spraw życia codziennego,</li>
<li>uczestnictwa w wydarzeniach religijnych, w których nie może uczestniczyć więcej niż 5 osób (z wyłączeniem osób sprawujących posługę).</li>
</ul>
"	https://www.gov.pl/web/koronawirus/pytania-i-odpowiedzi	Pytania i odpowiedzi (COVID-19)	GOV Polska		PL			pl	2020/03/27
Co to znaczy „niezbędne sprawy życia codziennego”?	To na przykład konieczność wizyty u lekarza, zrobienia zakupów, wykupienia leków.	"
<p>To na przykład konieczność wizyty u lekarza, zrobienia zakupów, wykupienia leków.</p>
"	https://www.gov.pl/web/koronawirus/pytania-i-odpowiedzi	Pytania i odpowiedzi (COVID-19)	GOV Polska		PL			pl	2020/03/27
Ile osób naraz może być w autobusie lub tramwaju?	W autobusie lub tramwaju może być w tym samym czasie tyle osób, ile wynosi połowa miejsc siedzących. Jeśli miejsc siedzących w pojeździe jest 70, to na jego pokładzie może znajdować się maksymalnie 35 osób.	"
<p>W autobusie lub tramwaju może być w tym samym czasie tyle osób, ile wynosi połowa miejsc siedzących. Jeśli miejsc siedzących w pojeździe jest 70, to na jego pokładzie może znajdować się maksymalnie 35 osób.</p>
"	https://www.gov.pl/web/koronawirus/pytania-i-odpowiedzi	Pytania i odpowiedzi (COVID-19)	GOV Polska		PL			pl	2020/03/27
Czy mogę wyjść na spacer do parku lub lasu, wyjść z dziećmi na plac zabaw?	"Przepisy odnoszą się do niezbędnych codziennych potrzeb. Do takiej kategorii można zaliczyć spacer czy wyjście do lasu, ale z zachowaniem ograniczeń odległości oraz limitu przemieszczających się osób (maksymalnie dwie osoby z wyłączeniem rodzin).  Zalecamy, aby ograniczać tego typu wyjścia do niezbędnego minimum.   
Ograniczenia dotyczą natomiast placów zabaw, które są miejscem gromadzenia się różnych osób, a tym samym wysokiego ryzyka zakażenia."	"
<p>Przepisy odnoszą się do niezbędnych codziennych potrzeb. Do takiej kategorii można zaliczyć spacer czy wyjście do lasu, ale z zachowaniem ograniczeń odległości oraz limitu przemieszczających się osób (maksymalnie dwie osoby z wyłączeniem rodzin).  Zalecamy, aby ograniczać tego typu wyjścia do niezbędnego minimum.   </p>
<p>Ograniczenia dotyczą natomiast placów zabaw, które są miejscem gromadzenia się różnych osób, a tym samym wysokiego ryzyka zakażenia.</p>
"	https://www.gov.pl/web/koronawirus/pytania-i-odpowiedzi	Pytania i odpowiedzi (COVID-19)	GOV Polska		PL			pl	2020/03/27
Dojeżdżam do pracy. Czy muszę mieć zaświadczenie od pracodawcy w razie kontroli?	Nie. W przypadku ewentualnej kontroli należy poinformować funkcjonariuszy o celu podróży: czy jadę do pracy, czy wracam z niej, a także o miejscu wykonywania obowiązków zawodowych.	"
<p>Nie. W przypadku ewentualnej kontroli należy poinformować funkcjonariuszy o celu podróży: czy jadę do pracy, czy wracam z niej, a także o miejscu wykonywania obowiązków zawodowych.</p>
"	https://www.gov.pl/web/koronawirus/pytania-i-odpowiedzi	Pytania i odpowiedzi (COVID-19)	GOV Polska		PL			pl	2020/03/27
Czy złamaniem obostrzeń jest samodzielne uprawianie sportu na zewnątrz, w tym rekreacyjna jazda na rowerze?	Przepisy pozwalają wychodzić z domu m.in. w celu realizacji niezbędnych codziennych potrzeb. Do takiej kategorii można zaliczyć np. jednorazowe wyjście w celach sportowych. Należy jednak pamiętać o zachowaniu odpowiedniej odległości od innych oraz o tym, że powinniśmy uprawiać sport w grupie maksymalnie dwuosobowej (nie dotyczy to jednak rodzin).	"
<p>Przepisy pozwalają wychodzić z domu m.in. w celu realizacji niezbędnych codziennych potrzeb. Do takiej kategorii można zaliczyć np. jednorazowe wyjście w celach sportowych. Należy jednak pamiętać o zachowaniu odpowiedniej odległości od innych oraz o tym, że powinniśmy uprawiać sport w grupie maksymalnie dwuosobowej (nie dotyczy to jednak rodzin).</p>
"	https://www.gov.pl/web/koronawirus/pytania-i-odpowiedzi	Pytania i odpowiedzi (COVID-19)	GOV Polska		PL			pl	2020/03/27
Czy mogę dojeżdżać do stajni lub szpitala czy poradni weterynaryjnej w celu opieki nad zwierzętami?	Tak. Taki dojazd wchodzi do katalogu niezbędnych codziennych potrzeb i jest dozwolony.	"
<p>Tak. Taki dojazd wchodzi do katalogu niezbędnych codziennych potrzeb i jest dozwolony.</p>
"	https://www.gov.pl/web/koronawirus/pytania-i-odpowiedzi	Pytania i odpowiedzi (COVID-19)	GOV Polska		PL			pl	2020/03/27
Czy mogę biegać?	Przepisy pozwalają wychodzić z domu m.in. w celu realizacji niezbędnych codziennych potrzeb. Do takiej kategorii można zaliczyć np. jednorazowe wyjście w celach sportowych. Należy jednak pamiętać o zachowaniu odpowiedniej odległości od innych oraz o tym, że powinniśmy uprawiać sport w grupie maksymalnie dwuosobowej (nie dotyczy to jednak rodzin).	"
<p>Przepisy pozwalają wychodzić z domu m.in. w celu realizacji niezbędnych codziennych potrzeb. Do takiej kategorii można zaliczyć np. jednorazowe wyjście w celach sportowych. Należy jednak pamiętać o zachowaniu odpowiedniej odległości od innych oraz o tym, że powinniśmy uprawiać sport w grupie maksymalnie dwuosobowej (nie dotyczy to jednak rodzin).</p>
"	https://www.gov.pl/web/koronawirus/pytania-i-odpowiedzi	Pytania i odpowiedzi (COVID-19)	GOV Polska		PL			pl	2020/03/27
Dlaczego w szkołach, przedszkolach, żłobkach i na uczelniach zawieszane są zajęcia?	Działamy zapobiegająco i profilaktycznie. Dzięki takim działaniom ograniczymy w Polsce duże skupiska ludzi. Im mniej ludzi w jednym miejscu, tym mniejsze szanse na szybkie rozprzestrzenianie się koronawirusa lub innych wirusów. Stąd decyzja o ograniczeniu miejsc pełnych ludzi, żebyśmy mogli działać zapobiegawczo.	"
<p>Działamy zapobiegająco i profilaktycznie. Dzięki takim działaniom ograniczymy w Polsce duże skupiska ludzi. Im mniej ludzi w jednym miejscu, tym mniejsze szanse na szybkie rozprzestrzenianie się koronawirusa lub innych wirusów. Stąd decyzja o ograniczeniu miejsc pełnych ludzi, żebyśmy mogli działać zapobiegawczo.</p>
"	https://www.gov.pl/web/koronawirus/pytania-i-odpowiedzi	Pytania i odpowiedzi (COVID-19)	GOV Polska		PL			pl	2020/03/27
